サイズ SCY-TYPE-920S,サイドフロー型 | 92x92x25 mm | 48.2 CFM | 2019-12-12発売,1710
Fractal Design Celsius S36 FD-WCU-CELSIUS-S36-BK,水冷型 | 87.6 CFM | 2017-06-09発売,20184
Zalman CNPS10X OPTIMAII,サイドフロー型 | 120x120x25 mm | 61.5 CFM | 2019-10-25発売,4218
ASUS ROG RYUO 240,水冷型 | 120x120x25 mm | 81.0 CFM | 2018-12-14発売,21978
クーラーマスター MasterLiquid ML120RS RGB MLX-S12M-A20PC-R1,水冷型 | 120x120x25 mm | 66.7 CFM | 2019-04-26発売,13220
Enermax LIQFUSION ELC-LF360-RGB,水冷型 | 120x120x25 mm | 102.2 CFM | 2019-01-26発売,19355
Enermax AQUAFUSION ELC-AQF240-SQA,水冷型 | 120x120x26 mm | 79.8 CFM | 2019-03-23発売,12955
Silverstone SST-TD02-RGB,水冷型 | 120x120x25 mm | 83.7 CFM | 2018-12-13発売,10583
Cryorig C7 V2,92x92x15 mm | 40.5 CFM | 2017-12-15発売,4922
Silverstone SST-PF360-ARGB,水冷型 | 120x120x25 mm | 94.0 CFM | 2019-08-16発売,16939
Fractal Design Celsius+ S36 Prisma FD-W-2-S3602,水冷型 | 2020-04-17発売,26443
Enermax LIQTECH II Universal ELC-LTTO240-TBP,水冷型 | 120x120x25 mm | 102.2 CFM | 2018-12-22発売,15518
Fractal Design Celsius S24 FD-WCU-CELSIUS-S24-BKO,水冷型 | 87.6 CFM | 2019-07-26発売,18700
Thermalright ARO-M14,サイドフロー型 | 140x152x26.5 mm | 73.6 CFM | 2018-05-23発売,5478
COUGAR AQUA 120 CGR-AQUA 120,水冷型 | 120x120x25 mm | 70.6 CFM | 2020-09-10発売,8421
Thermalright TRUE Spirit 90M Rev.B,サイドフロー型 | 92x92x25 mm | 39.4 CFM | 2020-01-22発売,4235
Thermalright AXP-100 Full Copper,トップフロー型 | 101x108x14 mm | 44.5 CFM | 2018-09-05発売,10175
Thermalright AXP-100 C65,トップフロー型 | 108x101x14 mm | 44.5 CFM | 2020-04-23発売,9350
Silverstone SST-AR09-115XP,サイドフロー型 | 60x60x25 mm | 27.9 CFM,5100
Cryorig H7 QUAD LUMI,サイドフロー型 | 120x120x25.4 mm | 49.0 CFM | 2017-06-01発売,7662
Thermaltake Floe Riing RGB 360 TR4 Edition CL-W235-PL12SW-A,水冷型 | 120x120x25 mm | 54.4 CFM | 2019-07-26発売,26380
Silverstone SST-AR07-V2,サイドフロー型 | 140x140x25 mm | 93.0 CFM,7337
Thermalright TRUE Spirit 120 Direct,サイドフロー型 | 120x120x25 mm | 46.2 CFM | 2017-09-15発売,4002
クーラーマスター MasterLiquid ML360P Silver Edition MLY-D36M-A18PA-R1,水冷型 | 120x120x25 mm | 45.0 CFM | 2019-12-20発売,22410
Raijintek JUNO X RED 0R100057,トップフロー型 | 92x92x25 mm | 52.0 CFM | 2017-06-24発売,1658
Silverstone SST-NT08-115X-V2,トップフロー型 | 92x92x25 mm | 57.0 CFM,3164
Enermax LIQFUSION ELC-LF360-RGB,水冷型 | 120x120x25 mm | 102.2 CFM | 2019-01-26発売,19355
Thermalright TA 140,サイドフロー型 | 140x152x26.5 mm | 85.0 CFM | 2019-06-21発売,6270
Cryorig C7 Cu,トップフロー型 | 92x92x15 mm | 40.5 CFM | 2018-04-20発売,7700
Corsair H80i V2 CW-9060024-WW,水冷型 | 120x120x25 mm | 70.7 CFM | 2016-04-09発売,12980
