Elsa GeForce RTX 3090 ERAZOR X GD3090-24GEREZX,GeForce RTX 3090 | GDDR6X 24GB | 2020-12-04発売,229744
MSI GeForce RTX 2070 SUPER VENTUS GP,GeForce RTX 2070 SUPER | GDDR6 8GB,-
Inno3d GeForce RTX 3070 ICHILL X3 C30703-08D6X-1710VA38,GeForce RTX 3070 | GDDR6 8GB | 2020-11-07発売,72800
Elsa GeForce GTX 1650 Super S.A.C GD1650-4GERSS,GeForce GTX 1650 SUPER | GDDR6 4GB | 2020-05-01発売,23045
ASRock Phantom Gaming X Radeon RX580 8G OC,Radeon RX 580 | GDDR5 8GB | 2018-04-19発売,38423
Apple MUF82ZA/A,2019-08-01発売,5970
Zotac GAMING GeForce GTX 1650 SUPER Twin Fan ZT-T16510F-10L,GeForce GTX 1650 SUPER | GDDR6 4GB | 2019-11-22発売,19580
ASUS ROG-STRIX-RTX3090-O24G-WHITE,GeForce RTX 3090 | GDDR6X 24GB | 2020-12-23発売,270800
Inno3d GeForce RTX 3070 ICHILL X4 C30704-08D6X-1710VA35,GeForce RTX 3070 | GDDR6 8GB | 2020-10-29発売,75800
ASRock Phantom Gaming X Radeon RX570 8G OC,Radeon RX 570 | GDDR5 8GB | 2018-04-19発売,28026
Elsa NVIDIA Quadro P1000 EQP1000-4GER2,Quadro P1000 | GDDR5 4GB,44472
Zotac GAMING GeForce RTX 3070 Twin Edge ZT-A30700E-10P,GeForce RTX 3070 | GDDR6 8GB,68240
Elsa NVIDIA Quadro RTX 4000 ENQR4000-8GER,Quadro RTX 4000 | GDDR6 8GB,140900
エレコム AD-CHDMIBK2,2019-11-01発売,2030
Elsa GeForce RTX 2060 Super S.A.C GD2060-8GERSS,GeForce RTX 2060 SUPER | GDDR6 8GB | 2019-07-12発売,52450
ASRock Radeon RX 5500 XT Challenger ITX 8G,Radeon RX 5500 XT | GDDR6 8GB | 2020-06-20発売,25223
Nvidia Quadro P400-Ver2 NVQP400-2G-Ver2,Quadro P400 | GDDR5 2GB,15231
Zotac Geforce GT 710 ZONE Edition 1GB ZT-71304-20L,GeForce GT 710 | DDR3 1GB | 2016-04-01発売,6300
Zotac GeForce GT 1030 2GB GDDR5 ZT-P10300A-10L,GeForce GT 1030 | GDDR5 2GB | 2017-05-17発売,11202
ギガバイト GV-N1030D5-2GL,GeForce GT 1030 | GDDR5 2GB | 2017-05-17発売,9515
Elsa NVIDIA Quadro RTX 5000 ENQR5000-16GER,Quadro RTX 5000 | GDDR6 16GB,281900
ASUS GT710-SL-1GD5-BRK,GeForce GT 710 | GDDR5 1GB | 2017-10-20発売,3982
Elsa GeForce GT 710 LP 2GB GD710-2GERL,GeForce GT 710 | DDR3 2GB | 2016-03-05発売,6064
Elsa NVIDIA Quadro P400 EQP400-2GER2,Quadro P400 | GDDR5 2GB,15708
エーキューブ AMD Radeon Pro WX3200 4GB RP32-4GER,Radeon Pro WX 3200 | GDDR5 4GB,33240
ASUS TUF-GTX1650-O4G-GAMING,GeForce GTX 1650 (G5) | GDDR5 4GB | 2019-09-20発売,17573
Elsa GeForce GT 710 LP 2GB Passive GD710-2GERLP,GeForce GT 710 | DDR3 2GB | 2016-08-01発売,6509
ASUS ROG STRIX-GTX1070-8G-GAMING,GeForce GTX 1070 | GDDR5 8GB,52722
Colorful iGame GeForce RTX 2060 SUPER Ultra-V,GeForce RTX 2060 SUPER | GDDR6 8GB,49800
MSI GeForce RTX 3090 VENTUS 3X 24G OC,GeForce RTX 3090 | GDDR6X 24GB,215390
エレコム AD-CHDMIQBK2,2019-11-01発売,2426
Elsa NVIDIA Quadro RTX 6000 ENQR6000-24GER,Quadro RTX 6000 | GDDR6 24GB,560999
Elsa NVIDIA Quadro RTX 8000 ENQR8000-48GER,Quadro RTX 8000 | GDDR6 48GB,780701
